Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,ETF Segment of Deutsche Börse Group,,,,,,,,,,,,
,Monthly Report: February 2022,,,,,,,,,,,,
,,,,,,,,,,,,,
,,Product Name,ISIN,Xetra Ticker,Product Family,ETF Type,Replication,Income Treatment,Trd Cry,Xetra Order Book Turnover (€ m)	,,Assets under Management (€ m),Xetra Liquidity Measure (XLM)*
,,Exchange Traded Funds,,,,,,,,02-2022,January 2022,February 2022,February 2022
,1,iShares Core MSCI World UCITS ETF,IE00B4L5Y983,EUNL,iShares,Passive,Optimised,Accumulating,EUR,1586.866845048,1422.49441744,39249.58982957408,3.37165
,2,iShares Core DAX UCITS ETF (DE) EUR (Acc),DE0005933931,EXS1,iShares,Passive,Full Replication,Accumulating,EUR,1227.90154184,846.7035804,5894.85590493,3.39775
,3,iShares Core EURO STOXX 50 UCITS ETF (DE),DE0005933956,EXW1,iShares,Passive,Full Replication,Distributing,EUR,712.6162781549999,349.390464105,5238.53250449,3.68895
,4,iShares EURO STOXX Banks 30-15 UCITS ETF (DE) EUR (Dist),DE0006289309,EXX1,iShares,Passive,Full Replication,Distributing,EUR,492.049077158,180.83881691,1995.53813837,7.5571
,5,iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,EXSA,iShares,Passive,Full Replication,Distributing,EUR,470.83943641,325.083454165,6538.95484768,3.7183
,6,iShares MSCI World EUR Hedged UCITS ETF (Acc),IE00B441G979,IBCH,iShares,Passive,Optimised,Accumulating,EUR,391.479054876,118.86210477,2380.85230086,6.5179
,7,Xtrackers DAX UCITS ETF 1C,LU0274211480,DBXD,Xtrackers,Passive,Full Replication,Accumulating,EUR,337.18151918,203.986141,3772.0440513408,3.66645
,8,iShares STOXX Europe 600 Banks UCITS ETF (DE),DE000A0F5UJ7,EXV1,iShares,Passive,Full Replication,Distributing,EUR,333.951555454,123.534249582,1322.44921535,7.9953
,9,iShares Core S&P 500 UCITS ETF USD (Acc),IE00B5BMR087,SXR8,iShares,Passive,Full Replication,Accumulating,EUR,323.0081005,506.97959373,49439.11650480401,4.43905
,10,Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,DXET,Xtrackers,Passive,Full Replication,Accumulating,EUR,235.09769197,122.12993019,4292.2816849452,4.62555
,11,Xtrackers MSCI World UCITS ETF 1C,IE00BJ0KDQ92,XDWD,Xtrackers,Passive,Optimised,Accumulating,EUR,229.88083185,207.757316868,7805.377839579225,5.8358
,12,iShares MSCI World SRI UCITS ETF EUR (Acc),IE00BYX2JD69,2B7K,iShares,Passive,Optimised,Accumulating,EUR,207.877392255,194.784975809,4432.07464026,8.97485
,13,Xtrackers ShortDAX x2 Daily Swap UCITS ETF 1C,LU0411075020,DBPD,Xtrackers,Passive,Swap-based,Accumulating,EUR,199.6872312002,134.2685375554,159.2931759648,7.9918
,14,Xtrackers ShortDAX Daily Swap UCITS ETF 1C,LU0292106241,DXSN,Xtrackers,Passive,Swap-based,Accumulating,EUR,195.028055126,104.251341314,462.44781114,5.63345
,15,Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,XD5E,Xtrackers,Passive,Full Replication,Distributing,EUR,188.47358443,61.29302188499999,1616.1868950984,8.01085
,16,iShares Nasdaq-100 UCITS ETF (DE),DE000A0F5UF5,EXXT,iShares,Passive,Full Replication,Distributing,EUR,181.40849544,251.0231018,2675.749776363961,7.97565
,17,iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Acc),IE00BQN1K901,CEMS,iShares,Passive,Optimised,Accumulating,EUR,181.149348028,89.395500097,3527.94124937,8.3036
,18,iShares Global Clean Energy UCITS ETF USD (Dist),IE00B1XNHC34,IQQH,iShares,Passive,Full Replication,Distributing,EUR,175.345851,242.225113137,4596.881980078578,15.24305
,19,Lyxor Euro Overnight Return UCITS ETF - Acc,FR0010510800,L8I3,Lyxor,Passive,Swap-based,Accumulating,EUR,171.039169347,57.256767034,422.7153930664062,1.611
