XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Turnover Report: March 2011,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Issuer,Replication,"Income 
Treatment",Xetra Order Book Turnover in MEUR,,,,AuM,XLM*
,,,,,03/2011,02/2011,Change (%),Market Share,in MEUR,"100,000€"
iShares DAX (DE),DE0005933931,iShares,Full Replication,Capitalizing,3574.289869044,1231.015188737,1.9035302746436127,0.1809061610893824,6009.812,4.3346086957
db x-trackers DAX ETF,LU0274211480,db X-trackers,Swap-based,Capitalizing,1475.185961762,791.684152879,0.8633516363784859,0.07466384625002183,3666.83446928,5.0313913043
iShares EURO STOXX 50 (DE),DE0005933956,iShares,Full Replication,Distributing,1059.944220696,927.858666584,0.14235525179528197,0.05364714305789561,3822.631,7.4293478261
db x-trackers ShortDAX ETF,LU0292106241,db X-trackers,Swap-based,Capitalizing,860.466713384,293.174057121,1.9350029188594426,0.04355095293519997,478.09797263,6.0922173913
ComStage ETF DAX TR,LU0378438732,ComStage ETF,Swap-based,Capitalizing,551.82129288,228.746943537,1.4123657538215038,0.027929428043003426,605.56125,5.2823478261
ETFlab DAX,DE000ETFL011,ETFlab,Full Replication,Capitalizing,540.801837732,171.733891046,2.1490687973007194,0.02737169842364983,805.34771315,6.220826087
iShares EURO STOXX 50,IE0008471009,iShares,Full Replication,Distributing,447.79610426,249.014929288,0.7982701099101501,0.022664382895762333,2888.48,7.6600434783
db x-trackers EURO STOXX 50 ETF,LU0274211217,db X-trackers,Swap-based,Distributing,390.283978922,254.48354384,0.5336314994394336,0.01975351159203907,1515.19224901,7.7282173913
Lyxor ETF LevDAX,LU0252634307,Lyxor ETF,Swap-based,Capitalizing,384.588795287,245.505584589,0.5665175027722431,0.019465260262165114,351.7439,17.3678695652
iShares S&P 500,DE0002643889,iShares,Full Replication,Distributing,341.150367741,341.277467422,-0.00037242330107534194,0.017266703497319416,6531.7706661600005,9.3196521739
iShares MDAX (DE),DE0005933923,iShares,Full Replication,Capitalizing,335.180653666,215.223804901,0.5573586472935861,0.01696455731005499,1042.218,15.6144782609
db x-trackers EURO STOXX 50 Short ETF,LU0292106753,db X-trackers,Swap-based,Capitalizing,334.335800538,117.43418639,1.847005721380551,0.016921796610259894,352.1864662,7.9040869565
db x-trackers MSCI Emerging Markets TRN Index ETF,LU0292107645,db X-trackers,Swap-based,Capitalizing,297.572506941,267.64156330500003,0.11183219551699874,0.015061089572692744,3543.29699451,22.034826087
iShares Nikkei 225 (DE),DE000A0H08D2,iShares,Full Replication,Distributing,274.13379492900003,72.499971359,2.781157285863805,0.013874781923810137,223.344,19.4164782609
db x-trackers MSCI Japan TRN Index ETF,LU0274209740,db X-trackers,Swap-based,Capitalizing,185.39592408500002,47.317600848,2.918117587587627,0.00938347647691107,270.19341407999997,23.2086521739
db x-trackers II EONIA TR Index ETF,LU0290358497,db X-trackers,Swap-based,Capitalizing,180.96242641999999,277.336301314,-0.347498233867645,0.009159083080695442,1106.1185702840003,0.3590434783
Lyxor ETF DAX,LU0252633754,Lyxor ETF,Swap-based,Capitalizing,173.871098805,138.832715853,0.2523784306654322,0.008800168470280843,983.7462,9.7134782609
iShares STOXX Europe 600 (DE),DE0002635307,iShares,Full Replication,Distributing,161.13138167699998,99.80570776100001,0.614450568927918,0.00815537092911008,1360.558,18.9026521739
db x-trackers MSCI EM Asia TRN Index ETF,LU0292107991,db X-trackers,Swap-based,Capitalizing,156.718811954,99.303022233,0.5781877371897328,0.007932036762499615,824.99366481,25.7490434783
db x-trackers MSCI World TRN Index ETF,LU0274208692,db X-trackers,Swap-based,Capitalizing,154.788518568,93.857126426,0.649193028406216,0.0078343384842313,1828.54623952,17.2210434783
iShares MSCI Emerging Markets,DE000A0HGZT7,iShares,Full Replication,Distributing,148.87643394600002,138.255340518,0.07682230131730217,0.007535109106596169,4723.35182991,22.1251304348
CS ETF (IE) on DJ EURO STOXX 50,IE00B53L3W79,CS ETF,Full Replication,Capitalizing,138.57629192,130.3222396,0.06333571572537644,0.007013786208658554,129.6627361,9.4589565217
Lyxor ETF Leveraged EURO STOXX 50,FR0010468983,Lyxor ETF,Swap-based,Distributing,124.190491336,107.717105105,0.15293194349163142,0.006285675156337857,173.2881,17.5948695652
db x-trackers EURO STOXX ETF Anteilsklasse (1C),LU0380865021,db X-trackers,Swap-based,Capitalizing,121.25094139,79.24837439,0.5300117172535985,0.006136895198487489,717.688,13.5380869565
iShares DJ-UBS Commodity Swap (DE),DE000A0H0728,iShares,Swap-based,Capitalizing,101.684175698,49.180395998,1.0675753749956618,0.005146559048940135,490.382,40.1526521739
"iShares eb.rexx Government Germany 5,5-10,5 (DE)",DE0006289499,iShares,Full Replication,Distributing,97.285209001,93.452546994,0.041011851793039567,0.00492391337467445,679.9,4.6030869565
ETFX DAX 2x Short Fund,DE000A0X9AA8,ETF Securities,Swap-based,Distributing,95.95475604,34.51421396,1.7801518571799457,0.004856574925219345,57.800130849999995,28.6606086957
ComStage ETF EURO STOXX 50 NR,LU0378434079,ComStage ETF,Swap-based,Capitalizing,93.336729068,25.81870987,2.6150810609035284,0.004724068266138654,282.8225,9.9000434783
iShares EURO STOXX Banks (DE),DE0006289309,iShares,Full Replication,Distributing,93.1830801,69.22305124600001,0.3461278926993918,0.004716291603927523,254.276,18.859826087
db x-trackers MSCI Europe TRN Index ETF,LU0274209237,db X-trackers,Swap-based,Capitalizing,85.83033081100001,86.682477472,-0.009830668041014956,0.004344145612399017,959.4894787200002,14.8336956522
db x-trackers DBLCI - OY Balanced ETF,LU0292106167,db X-trackers,Swap-based,Capitalizing,83.926234744,59.381595366999996,0.4133374865613688,0.004247773263639711,1112.25202257,31.6120434783
db x-trackers MSCI AC Asia ex Japan TRN Index ETF,LU0322252171,db X-trackers,Swap-based,Capitalizing,81.02208426,52.9590199,0.5299015052202656,0.004100784984978687,559.1658618,27.9777826087
db x-trackers MSCI Russia Capped Index ETF,LU0322252502,db X-trackers,Swap-based,Distributing,75.113435286,57.146369082,0.31440433561437375,0.0038017294963993693,471.18081205,27.7622608696
db x-trackers STOXX 600 Banks ETF,LU0292103651,db X-trackers,Swap-based,Capitalizing,75.00785238600001,60.04170306,0.24926257190013845,0.0037963856105323874,243.74478128,12.2633478261
iShares Nasdaq-100 (DE),DE000A0F5UF5,iShares,Full Replication,Distributing,73.18016527500001,30.048554635000002,1.4353971817919353,0.0037038805616869813,231.02244099,14.2113478261
DJ STOXX 600 Optimised Basic Resources Source ETF,IE00B5MTWY73,Source Markets,Swap-based,Capitalizing,70.4955372,49.57756527,0.42192414686119584,0.0035680030092793674,136.34061783,13.5264347826
ETFlab EURO STOXX 50 ,DE000ETFL029,ETFlab,Full Replication,Distributing,70.41632981000001,76.084908017,-0.07450331944586752,0.0035639940717337843,983.31061071,12.8603043478
db x-trackers II iBoxx € Sovereigns Eurozone TR Index ETF,LU0290355717,db X-trackers,Swap-based,Capitalizing,70.31455178300001,35.849133218999995,0.9614017263249586,0.003558842762572408,620.28105595,10.9409565217
iShares Markit iBoxx EURO Corporate Bond,DE0002511243,iShares,Full Replication,Distributing,70.00759300300001,56.277608238,0.24396887491976238,0.003543306603912357,3315.293,7.6815217391
iShares MSCI Japan,DE000A0DPMW9,iShares,Full Replication,Distributing,69.438336632,22.325070434,2.1103300138416934,0.003514494731197392,1551.4319430900002,30.8310869565
db x-trackers STOXX 600 Basic Resources ETF,LU0292100806,db X-trackers,Swap-based,Capitalizing,67.26833325,63.180390048,0.06470272182388026,0.0034046639687881877,127.0930297,12.5172173913
iShares eb.rexx Government Germany (DE),DE0006289465,iShares,Full Replication,Distributing,67.225497171,77.006733883,-0.127017940104577,0.003402495898796124,716.347,3.8719130435
Lyxor ETF Russia (DJ Rusindex Titans 10),FR0010326140,Lyxor ETF,Swap-based,Distributing,67.194343733,58.813681509000006,0.14249511353438282,0.0034009191243654525,1211.045,21.7747391304
db x-trackers MSCI Brazil TRN Index ETF,LU0292109344,db X-trackers,Swap-based,Capitalizing,67.151578223,42.912439608999996,0.5648510976037902,0.003398754626094584,267.68770405000004,29.1031304348
db x-trackers FTSE/XINHUA China 25 ETF,LU0292109856,db X-trackers,Swap-based,Capitalizing,67.136056563,48.706063924999995,0.3783921580355871,0.003397969025590088,276.40911606000003,22.1966956522
Lyxor ETF STOXX Europe 600 Basic Resources,FR0010345389,Lyxor ETF,Swap-based,Distributing,64.019490267,85.40343409900001,-0.2503874001976508,0.0032402297081181356,310.025,12.5739130435
"iShares eb.rexx Government Germany 2,5-5,5 (DE)",DE0006289481,iShares,Full Replication,Distributing,61.95666682900001,68.59698351899999,-0.09680187596238465,0.003135823663044463,714.343,4.0874347826
iShares STOXX Europe 600 Banks (DE),DE0006289341,iShares,Full Replication,Distributing,59.394755409999995,94.006837014,-0.3681868543119411,0.0030061571903063954,304.803,18.609
ETFX DAX 2x Long Fund,DE000A0X8994,ETF Securities,Swap-based,Distributing,59.17571966,18.52860806,2.193748794748913,0.0029950710954104514,28.476422130000003,22.1532608696
"iShares eb.rexx Government Germany 1,5-2,5 (DE)",DE0006289473,iShares,Full Replication,Distributing,58.437077648999995,105.003922397,-0.44347719289894294,0.002957686077539729,1350.295,3.5583043478
db x-trackers MSCI USA TRN Index ETF,LU0274210672,db X-trackers,Swap-based,Capitalizing,58.095151806000004,63.787979661,-0.08924609127384853,0.002940380124776887,1728.24297966,14.0828695652
ETFlab DAX (Preisindex),DE000ETFL060,ETFlab,Full Replication,Distributing,57.113855978,14.445688312000001,2.9536957149044705,0.00289071362663582,246.6740865,10.7245652174
iShares STOXX  Europe 50 (DE),DE0005933949,iShares,Full Replication,Distributing,54.840359258,33.452113161,0.6393690585124348,0.0027756447377282434,382.838,13.4168695652
iShares DivDAX (DE),DE0002635273,iShares,Full Replication,Distributing,54.748968979000004,35.167722958,0.5567959587370908,0.0027710191854813577,293.172,20.2820434783
iShares DJ Industrial Average (DE),DE0006289390,iShares,Full Replication,Distributing,54.658171562,14.271632547,2.829847172844255,0.0027664236398630346,158.39635464,13.2803043478
db x-trackers MSCI EM LATAM TRN Index ETF,LU0292108619,db X-trackers,Swap-based,Capitalizing,53.500660987,37.264599662,0.43569665237961686,0.002707838353773851,403.12980315000004,34.6182608696
iShares STOXX Europe 600 Basic Resources (DE),DE0006344724,iShares,Full Replication,Distributing,52.931400796999995,50.480120774999996,0.048559313733139486,0.002679026287767168,298.895,13.0530869565
iShares eb.rexx Jumbo Pfandbriefe (DE),DE0002635265,iShares,Full Replication,Distributing,52.779573588,40.780759757,0.29422732441713295,0.0026713418305643584,1157.836,10.4453043478
db x-trackers MSCI Korea TRN Index ETF,LU0292100046,db X-trackers,Swap-based,Capitalizing,52.020869773,29.263803167,0.777652394534369,0.0026329414210832353,254.6919079,31.8979130435
DJ STOXX 600 Optimised Automobiles & Parts Source ETF,IE00B5NLX835,Source Markets,Swap-based,Capitalizing,51.25057909,60.5961036,-0.1542264923779686,0.002593954563416395,116.08712469,12.9902608696
"iShares eb.rexx Government Germany 10,5+ (DE)",DE000A0D8Q31,iShares,Full Replication,Distributing,51.0349877,17.127177912999997,1.9797663082172487,0.0025830427985182518,105.446,13.9589130435
