XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Turnover Report: August 2011,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Issuer,Replication,"Income 
Treatment",Xetra Order Book Turnover in MEUR,,,,AuM,XLM*
,,,,,08/2011,07/2011,Change (%),Market Share,in MEUR,"100,000€"
iShares DAX (DE),DE0005933931,iShares,Full Replication,Accumulating,4651.7501513570005,5515.426880482,-0.15659290710232787,0.17233574619235986,9746.8233927672,8.476
db x-trackers DAX ETF,LU0274211480,db X-trackers,Swap-based,Accumulating,2359.773846809,2618.764928617,-0.09889817867110962,0.08742373805618311,5097.979289370501,10.0443181818
db x-trackers ShortDAX ETF,LU0292106241,db X-trackers,Swap-based,Accumulating,1736.16512816,371.755887845,3.670175200786267,0.0643205897004861,446.0711958351,10.5949090909
iShares EURO STOXX 50 (DE),DE0005933956,iShares,Full Replication,Distributing,1021.571660183,663.196990025,0.5403743918447075,0.03784668320916746,3117.2377594964,12.9462272727
ETFlab DAX,DE000ETFL011,ETFlab,Full Replication,Accumulating,991.3725776599999,681.115133714,0.4555139485070918,0.0367278824886671,513.6314717,10.2695454545
iShares EURO STOXX 50,IE0008471009,iShares,Full Replication,Distributing,760.479257243,344.284977005,1.2088656433938905,0.028173860589342285,2934.7688612399998,14.0013181818
ComStage ETF DAX TR,LU0378438732,ComStage ETF,Swap-based,Accumulating,729.5962080119999,111.03693449400001,5.570752437797393,0.027029720607454566,577.8055897300001,9.9214090909
Lyxor ETF DAX,LU0252633754,Lyxor ETF,Swap-based,Accumulating,714.0630227280001,288.11082981,1.478431731285152,0.026454254817254854,953.262583,11.878
Lyxor ETF LevDAX,LU0252634307,Lyxor ETF,Swap-based,Accumulating,620.443111589,304.16205576,1.039843891897425,0.02298587050605202,330.243058,30.4178636364
iShares MDAX (DE),DE0005933923,iShares,Full Replication,Accumulating,569.988078419,242.521399384,1.3502589044379567,0.0211166373126107,841.4725243164,23.9700909091
db x-trackers II EONIA TR Index ETF,LU0290358497,db X-trackers,Swap-based,Accumulating,434.372387514,160.202545155,1.7113950473991149,0.016092414057479996,1261.3033361166001,0.3233636364
db x-trackers EURO STOXX 50 Short ETF,LU0292106753,db X-trackers,Swap-based,Accumulating,392.695014033,130.546081787,2.008094985751654,0.014548371272617499,387.9862174996,15.6575
db x-trackers MSCI Emerging Markets TRN Index ETF,LU0292107645,db X-trackers,Swap-based,Accumulating,384.967844729,198.306181648,0.9412801029689057,0.01426209891390729,3285.601959445805,26.5488181818
"iShares eb.rexx Government Germany 1,5-2,5 (DE)",DE0006289473,iShares,Full Replication,Distributing,342.369705408,74.013787326,3.625755791958107,0.01268394405016228,1558.8397822424,5.4457727273
iShares S&P 500,DE0002643889,iShares,Full Replication,Distributing,318.93078533600004,108.708211963,1.933824221527547,0.01181559049523783,6216.10641575,14.2741818182
ETFX DAX 2x Short Fund,DE000A0X9AA8,ETF Securities,Swap-based,Distributing,278.96537806599997,53.53192326,4.2111966295529655,0.010334971790523471,36.405083700000006,31.1744545455
iShares STOXX Europe 600 (DE),DE0002635307,iShares,Full Replication,Distributing,248.77451017500002,57.454131333999996,3.32996730433171,0.009216475401659457,1118.037264987,23.9320454545
db x-trackers EURO STOXX 50 ETF,LU0274211217,db X-trackers,Swap-based,Distributing,241.443825269,189.629196812,0.2732418284108933,0.008944891801450826,1214.7054780293,16.6156363636
Lyxor ETF EURO STOXX 50 Daily Double Short,FR0010424143,Lyxor ETF,Swap-based,Distributing,198.09249414500002,53.47274314,2.704550814353453,0.007338833059128392,111.015984,37.7399545455
db x-trackers MSCI World TRN Index ETF,LU0274208692,db X-trackers,Swap-based,Accumulating,195.000135529,90.44968834100001,1.155896157362526,0.007224268881723621,1618.0871325495846,23.1143636364
iShares MSCI Emerging Markets,DE000A0HGZT7,iShares,Optimised,Distributing,190.342091773,93.584064772,1.0339156269470955,0.007051699973169332,4441.51250624,23.5402727273
ComStage ETF EURO STOXX 50 NR,LU0378434079,ComStage ETF,Swap-based,Accumulating,160.83835393799998,60.85681268,1.6428980890558198,0.005958660039849776,230.48292879,13.2659545455
iShares eb.rexx Money Market ,DE000A0Q4RZ9,iShares,Full Replication,Distributing,158.503761774,39.574689868,3.0051801366652215,0.005872169220363179,606.2103366878,8.1255
ComStage ETF ShortDAX® TR,LU0603940916,ComStage ETF,Swap-based,Accumulating,156.962251988,0.94047633,165.8965469742338,0.005815060125809672,25.470931059999998,10.9746818182
ETFlab EURO STOXX 50 ,DE000ETFL029,ETFlab,Full Replication,Distributing,154.54097609000002,84.37632128599999,0.8315680718785021,0.005725357890082829,468.13456038,17.3325
"iShares eb.rexx Government Germany 5,5-10,5 (DE)",DE0006289499,iShares,Full Replication,Distributing,149.856816993,111.655477374,0.3421358317339076,0.00555182147325061,818.9879570061,5.5221818182
db x-trackers MSCI EM Asia TRN Index ETF,LU0292107991,db X-trackers,Swap-based,Accumulating,146.92061991600002,45.661436242,2.2176083804578286,0.005443042691551639,964.5371993852158,38.2306818182
db x-trackers EURO STOXX ETF Anteilsklasse (1C),LU0380865021,db X-trackers,Swap-based,Accumulating,125.92756088,88.24300541,0.4270543063997847,0.004665302190425642,590.2397259897999,23.4850454545
db x-trackers MSCI Europe TRN Index ETF,LU0274209237,db X-trackers,Swap-based,Accumulating,124.984384799,70.549374517,0.7715874258939461,0.004630359867983302,713.6587873856927,25.3935454545
ETFX DAX 2x Long Fund,DE000A0X8994,ETF Securities,Swap-based,Distributing,116.215687854,41.95353481,1.7701047928457019,0.004305501506725355,46.1404661796,33.9246363636
iShares MSCI World,DE000A0HGZR1,iShares,Optimised,Distributing,105.755653008,71.27957942900001,0.48367391972817164,0.003917983292777937,2204.72934563,24.8424090909
db x-trackers ShortDAX 2x Daily ETF,LU0411075020,db X-trackers,Swap-based,Accumulating,105.59474051000001,12.090791789999999,7.733484319640246,0.0039120218858854335,31.829024999999998,62.1619545455
db x-trackers STOXX 600 Banks Short ETF,LU0322249037,db X-trackers,Swap-based,Accumulating,104.479643399,93.91714299099999,0.1124661597618255,0.003870710317884501,147.5314244914,28.1896818182
ETFlab DAX (Preisindex),DE000ETFL060,ETFlab,Full Replication,Distributing,99.96872548,20.726557886,3.823218888049186,0.003703592054803116,118.60694241,16.5199545455
"iShares eb.rexx Government Germany 2,5-5,5 (DE)",DE0006289481,iShares,Full Replication,Distributing,95.926247617,68.860443402,0.39305300514829233,0.0035538283279651704,867.2425559976,5.5033636364
db x-trackers DBLCI - OY Balanced ETF,LU0292106167,db X-trackers,Swap-based,Accumulating,94.728037883,48.109202912,0.9690211466665506,0.0035094376444836854,1078.0563893600997,28.6773181818
iShares STOXX  Europe 50 (DE),DE0005933949,iShares,Full Replication,Distributing,94.091914013,55.684148953000005,0.6897432354118929,0.003485870840970981,294.430550883,22.8534090909
db x-trackers MSCI USA TRN Index ETF,LU0274210672,db X-trackers,Swap-based,Accumulating,93.300260137,51.465058777,0.8128855257170395,0.003456542038475702,1400.1727052091917,19.6745
iShares EURO STOXX Banks (DE),DE0006289309,iShares,Full Replication,Distributing,91.391445759,398.467549413,-0.770642688736805,0.003385825224487021,143.758600239,28.5612272727
iShares eb.rexx Government Germany (DE),DE0006289465,iShares,Full Replication,Distributing,83.56224761,63.219384893,0.32178204124305676,0.0030957729514297164,1047.02988978,4.6170909091
ComStage ETF Commerzbank EONIA Index TR,LU0378437684,ComStage ETF,Swap-based,Accumulating,83.345265785,29.04345426,1.8696746963665056,0.003087734315753927,462.69259166,3.6780909091
db x-trackers STOXX 600 ETF,LU0328475792,db X-trackers,Swap-based,Accumulating,82.59262911,33.75190042,1.447051220293924,0.0030598510032849584,187.4162899104,26.9736818182
db x-trackers S&P 500 Short ETF,LU0322251520,db X-trackers,Swap-based,Accumulating,80.94360674400001,14.966201659,4.40842683990725,0.002998758835673678,147.17386003787766,21.8107272727
DJ STOXX 600 Optimised Basic Resources Source ETF,IE00B5MTWY73,Source Markets,Swap-based,Accumulating,80.76249759000001,124.41150861,-0.3508438367774246,0.0029920491930270814,49.29983825,33.4900454545
db x-trackers LevDAX Daily ETF,LU0411075376,db X-trackers,Swap-based,Accumulating,78.41661019,15.31991411,4.118606385581101,0.002905139913205954,41.568792,90.3246818182
ComStage ETF MSCI Russia 30% Capped TRN,LU0392495536,ComStage ETF,Swap-based,Accumulating,75.21495408599999,11.222319019999999,5.70226483064282,0.002786526536351824,15.0638324,124.7517272727
Lyxor ETF EURO Cash EONIA,FR0010510800,Lyxor ETF,Swap-based,Accumulating,74.76641789300001,25.743621124,1.9042696648179591,0.002769909388611767,1299.75384,1.8715454545
iShares EURO STOXX (DE),DE000A0D8Q07,iShares,Full Replication,Distributing,74.2221415,34.092740094999996,1.1770658883146017,0.002749745305144133,484.6996929464,23.2401363636
iShares STOXX Europe 50,IE0008470928,iShares,Full Replication,Distributing,69.76300023,44.933258324,0.5525916177046479,0.002584545237827873,591.42838123,18.4230909091
Lyxor ETF Russia (DJ Rusindex Titans 10),FR0010326140,Lyxor ETF,Swap-based,Distributing,65.04564239,34.070149609,0.9091680880913271,0.0024097788903327004,880.129105,32.1227727273
ETFX  EURO  STOXX  50 Double Short (2x) Fund,DE000A0X9AC4,ETF Securities,Swap-based,Distributing,64.303671903,9.1539061,6.024724877066413,0.00238229073353809,19.260464808000002,47.6055454545
ComStage ETF S&P 500,LU0488316133,ComStage ETF,Swap-based,Accumulating,63.192230033,16.00507813,2.9482612655637186,0.0023411145831036123,68.97771834999999,24.9475
db x-trackers MSCI Korea TRN Index ETF,LU0292100046,db X-trackers,Swap-based,Accumulating,62.861317027000005,45.106367207999995,0.3936240251210259,0.002328855081204713,176.45113480812756,40.6734545455
db x-trackers MSCI Russia Capped Index ETF,LU0322252502,db X-trackers,Swap-based,Distributing,61.768111182999995,21.353877924,1.8925945630501957,0.0022883545300707206,317.9453303769476,47.9275909091
iShares DivDAX (DE),DE0002635273,iShares,Full Replication,Distributing,61.034774063,217.186708619,-0.7189755558657582,0.0022611862180002868,215.147749248,27.124
iShares MSCI North America,DE000A0J2060,iShares,Optimised,Distributing,60.957306038999995,28.537852312,1.1360158911947207,0.002258316220840574,1241.13773543,32.3245909091
DJ STOXX 600 Optimised Automobiles & Parts Source ETF,IE00B5NLX835,Source Markets,Swap-based,Accumulating,60.4825279,42.15380785,0.43480579774004924,0.0022407268744229648,98.43036164,25.9915909091
ETFlab MSCI USA LC,DE000ETFL094,ETFlab,Full Replication,Distributing,60.141393108,38.17152393,0.5755565121866488,0.0022280886808359024,41.45148978330324,23.6882272727
