XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Turnover Report: July 2015,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Product Family,Replication,"Income
Treatment",Xetra Order Book Turnover in MEUR,,,,AuM,XLM*
,,,,,07/2015,06/2015,Change (%),Market Share,in MEUR,"100,000€"
iShares Core DAX UCITS ETF (DE),DE0005933931,iShares,Full Replication,Accumulating,1659.215280513,2355.825166202,-0.29569676718075666,0.1015789726664212,8972.24704697,4
Deka DAX UCITS ETF,DE000ETFL011,Deka ETFs,Full Replication,Accumulating,1336.004566924,1510.129079726,-0.11530439029330752,0.08179165957525884,1333.96539502,3.27
iShares EURO STOXX 50 UCITS ETF (DE),DE0005933956,iShares,Full Replication,Distributing,1014.292684655,1094.8498426600001,-0.07357827061406153,0.06209610657543241,8038.24306203,6.73
iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,iShares,Full Replication,Distributing,771.0896087819999,703.26542595,0.09644179896996952,0.04720694849773263,5317.33106273,6.62
db x-trackers DAX UCITS ETF (DR),LU0274211480,db X-trackers,Full Replication,Accumulating,619.663630831,994.528462738,-0.37692720314406425,0.03793648464899386,4862.5897486655995,5.11
iShares EURO STOXX 50 UCITS ETF (Dist),IE0008471009,iShares,Full Replication,Distributing,570.859161618,472.211138931,0.20890659824399993,0.03494862171016307,6761.53738861,6.27
iShares EURO STOXX Banks 30-15 UCITS ETF (DE) ,DE0006289309,iShares,Full Replication,Distributing,365.158388138,444.775469149,-0.1790051082703219,0.022355395567545646,1459.8884505899998,11.2
db x-trackers EURO STOXX 50 UCITS ETF (DR),LU0380865021,db X-trackers,Full Replication,Accumulating,299.129150674,239.431979044,0.2493283139050928,0.0183130134931312,2411.7651634762,7.31
Deka EURO STOXX 50 UCITS ETF,DE000ETFL029,Deka ETFs,Full Replication,Distributing,280.211762226,321.732613919,-0.1290539096650406,0.017154870299388832,1407.5527668599998,8.07
db x-trackers EURO STOXX 50 UCITS ETF (DR),LU0274211217,db X-trackers,Full Replication,Distributing,271.091611899,295.050556691,-0.08120284557568791,0.01659652472985336,2422.5555263442,8.04
