XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Turnover Report: May 2012,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Issuer,Replication,"Income 
Treatment",Xetra Order Book Turnover in MEUR,,,,AuM,XLM*
,,,,,05/2012,04/2012,Change (%),Market Share,in MEUR,"100,000€"
iShares DAX (DE),DE0005933931,iShares,Full Replication,Accumulating,1812.906021173,1791.508179987,0.011944037668951912,0.14905818441233915,11140.002,5.5700454545
db x-trackers DAX ETF,LU0274211480,db X-trackers,Swap-based,Accumulating,584.415516332,737.5713653150001,-0.20764885431471525,0.04805098267062065,6048.5731264503,6.0355454545
ComStage ETF DAX TR,LU0378438732,ComStage ETF,Swap-based,Accumulating,470.72541099,323.25396956699996,0.45620922032462174,0.038703316277543476,625.09366388,6.1061363636
iShares EURO STOXX 50 (DE),DE0005933956,iShares,Full Replication,Distributing,440.450983184,401.891433315,0.09594518985125333,0.0362141352664037,2233.999,9.4604090909
ETFlab DAX,DE000ETFL011,ETFlab,Full Replication,Accumulating,423.950601038,500.796690797,-0.15344767881094057,0.03485746427735753,620.65276993,6.3373181818
db x-trackers ShortDAX Daily ETF,LU0292106241,db X-trackers,Swap-based,Accumulating,371.80660565799997,348.135734421,0.06799322475863634,0.03057015473755072,504.4421757829,7.4406363636
db x-trackers EURO STOXX 50 Short Daily ETF,LU0292106753,db X-trackers,Swap-based,Accumulating,289.492801547,264.450836803,0.09469421631157382,0.023802266027621973,274.4909508516,8.216
Lyxor ETF DAX,LU0252633754,Lyxor ETF,Swap-based,Accumulating,207.948644023,262.524483823,-0.20788857102104152,0.0170976581064145,724.164461,7.0592272727
db x-trackers II EONIA Total Return Index ETF,LU0290358497,db X-trackers,Swap-based,Accumulating,207.632216917,129.140462936,0.6078013985430677,0.017071641286254845,1217.9166284376,0.3883636364
iShares EURO STOXX 50,IE0008471009,iShares,Full Replication,Distributing,192.04015647,282.591429755,-0.3204317744650139,0.0157896530340599,2987.966,10.0355
db x-trackers MSCI Emerging Markets TRN Index ETF,LU0292107645,db X-trackers,Swap-based,Accumulating,191.761038078,104.021799258,0.8434697289015818,0.015766703758001627,2755.6050253402786,14.2585909091
iShares MDAX (DE),DE0005933923,iShares,Full Replication,Accumulating,161.645211878,182.833675729,-0.11588928443579505,0.013290563062884377,804.374,9.7106818182
Lyxor ETF LevDAX,LU0252634307,Lyxor ETF,Swap-based,Accumulating,155.528320226,170.99990345199998,-0.09047714597302614,0.012787628683911896,268.968166,12.9047272727
db x-trackers EURO STOXX 50 ETF,LU0274211217,db X-trackers,Swap-based,Distributing,150.490771365,148.015370976,0.016723941389853003,0.012373438495154477,861.3954760293,9.5303181818
iShares S&P 500,DE0002643889,iShares,Full Replication,Distributing,133.302513622,165.963702394,-0.1967971809550375,0.010960209975605961,7802.137330460001,6.4145
ETFlab Deutsche Börse EuroGOV®  Germany 5-10,DE000ETFL201,ETFlab,Full Replication,Distributing,124.1653145,67.73576878,0.8330834171717802,0.010208944164894986,319.74742197,4.4469545455
"iShares eb.rexx Government Germany 5,5-10,5 (DE)",DE0006289499,iShares,Full Replication,Distributing,119.820558913,102.451963222,0.1695291641543708,0.00985171584089474,729.729,3.8227727273
iShares EURO STOXX Banks (DE),DE0006289309,iShares,Full Replication,Distributing,119.211293625,150.717393694,-0.2090409029562077,0.009801621695586545,117.316,17.5439545455
ETFX DAX 2x Short Fund (ShortDAX x2),DE000A0X9AA8,ETF Securities,Swap-based,Accumulating,97.55168161200001,71.441006606,0.365485821749425,0.008020755834903645,65.57802147,19.3333181818
db x-trackers MSCI World TRN Index ETF,LU0274208692,db X-trackers,Swap-based,Accumulating,96.851216925,97.145962327,-0.0030340468604126425,0.00796316322212076,1767.3823176293315,12.0096363636
Lyxor ETF EURO STOXX 50 Daily Double Short,FR0010424143,Lyxor ETF,Swap-based,Distributing,93.61944460699999,48.532129559,0.9290199185096095,0.007697445027945724,96.040766,16.7665454545
ETFX DAX 2x Long Fund (LevDAX x2),DE000A0X8994,ETF Securities,Swap-based,Accumulating,91.915690951,56.495556990999994,0.6269543278534735,0.007557361414298213,44.01769218,14.7417727273
iShares Markit iBoxx EURO Corporate Bond,DE0002511243,iShares,Optimised,Distributing,89.24082646400001,50.390551894,0.770983311548646,0.007337432504953378,3162.001,11.2087727273
iShares MSCI World,DE000A0HGZR1,iShares,Optimised,Distributing,88.354143784,62.081731202,0.4231907208984793,0.007264528940793361,2961.97,13.3637727273
iShares STOXX Europe 600 (DE),DE0002635307,iShares,Full Replication,Distributing,85.077151678,113.225911652,-0.24860705083581258,0.006995092749424832,1284.962,14.5349090909
iShares MSCI Emerging Markets,DE000A0HGZT7,iShares,Optimised,Distributing,78.200977511,63.827839522,0.22518603318926234,0.006429729721741313,4248.166188300001,15.7283636364
ETFlab DAX (Preisindex),DE000ETFL060,ETFlab,Full Replication,Distributing,73.717055604,76.411099132,-0.035257227792863666,0.006061059062204486,180.65775424,10.4209090909
db x-trackers EURO STOXX 50 ETF,LU0380865021,db X-trackers,Swap-based,Accumulating,73.41672382899999,115.75668082,-0.3657668541553817,0.006036365609493754,425.656013664,16.6320454545
